Entry,Component_A_SMILES,Component_B_SMILES,Component_C_SMILES,Product_SMILES,Yield_Percent,Is_Synthesizable,Z_ID
1127,Nc1cc(ccn1)c2nnn[nH]2,COC1(CCC21CC(C2)C=O)OC,CCC(C)[N+]#[C-],"CCC(C)NC1=C(N=C2C=C(C=CN12)C1=NN=NN1)C1CC2(CCC2(OC)OC)C1 |c:9,11,18,t:5,7,16|",0,FALSE,Z8855619619
1128,Nc1cc[nH]n1,O=Cc1ccccc1,CCCC[N+]#[C-],"CCCCNC1=C(N=C2C=CNN12)C1=CC=CC=C1 |c:9,17,19,t:5,7,15|",0,FALSE,Z8711892168
1129,COc1nc(N)cc2cccnc12,COC(=O)c1cc(OC)cc(C=O)n1,COCCC[N+]#[C-],"COCCCNC1=C(N=C2C=C3C=CC=NC3=C(OC)N12)C1=NC(=CC(OC)=C1)C(=O)OC |c:12,14,26,30,t:6,8,10,17,24|",0,FALSE,Z8878918797
1130,Nc1ccc2ccc(=O)[nH]c2n1,Cc1nsc(C)c1C=O,COC(=O)C1(CCCC1)[N+]#[C-],"COC(=O)C1(CCCC1)NC1=C(N=C2C=CC3=C(NC(=O)C=C3)N12)C1=C(C)SN=C1C |c:15,22,28,32,t:11,13,17|",0,FALSE,Z8878918589
1131,Nc1ccc(cn1)c2nn[nH]n2,CC(C)(C)OC(=O)N[C@H](CC=O)C(C)(C)C,[C-]#[N+]C1COC1,"CC(C)(C)OC(=O)N[C@H](CC1=C(NC2COC2)N2C=C(C=CC2=N1)C1=NNN=N1)C(C)(C)C |c:10,19,21,24,30,t:27|",0,FALSE,Z8878918571
1132,Nc1ccc(cn1)c2nn[nH]n2,CC(C)(C)OC(=O)NC(CC=O)C(F)(F)F,[C-]#[N+]C1COC1,"CC(C)(C)OC(=O)NC(CC1=C(NC2COC2)N2C=C(C=CC2=N1)C1=NNN=N1)C(F)(F)F |c:10,19,21,24,30,t:27|",0,FALSE,Z8878918544
1133,Nc1ccc2OCC(=O)Nc2n1,COc1cccnc1C=O,CCOCC[N+]#[C-],"CCOCCNC1=C(N=C2C=CC3=C(NC(=O)CO3)N12)C1=C(OC)C=CC=N1 |c:10,23,27,29,t:6,8,12|",0,FALSE,Z8878918477
1134,Nc1cnc(Br)cn1,O=Cc1nnc2CCCn12,COC(=O)c1cccc([N+]#[C-])c1,"COC(=O)C1=CC(NC2=C(N=C3C=NC(Br)=CN23)C2=NN=C3CCCN23)=CC=C1 |c:12,15,29,31,t:4,8,10,20,22|",0,FALSE,Z8878918461
1135,Nc1ccc2OCC(=O)Nc2n1,Fc1cc(C=O)cc(C#N)c1,CCOCC[N+]#[C-],"CCOCCNC1=C(N=C2C=CC3=C(NC(=O)CO3)N12)C1=CC(=CC(F)=C1)C#N |c:10,25,28,t:6,8,12,23|",0,FALSE,Z8878918450
1136,Nc1ncccc1C#N,CP(=O)(C)c1cc(C=O)ccn1,Fc1cc(Cl)ccc1[N+]#[C-],"CP(C)(=O)C1=NC=CC(=C1)C1=C(NC2=C(F)C=C(Cl)C=C2)N2C=CC=C(C#N)C2=N1 |c:6,8,11,14,20,24,31,t:4,17,26|",0,FALSE,Z8878918414
1137,CC(C)Oc1nccnc1N,COC(=O)c1ccc(C=O)nn1,CC(=C)C[N+]#[C-],"COC(=O)C1=NN=C(C=C1)C1=C(NCC(C)=C)N2C=CN=C(OC(C)C)C2=N1 |c:6,8,11,19,28,t:4,21|",0,FALSE,Z8878918359
1138,Cl.CS(=O)(=O)Nc1ccc(N)nc1,FC(F)(F)c1nc(Br)c(C=O)s1,CC[N+]#[C-],"CCNC1=C(N=C2C=CC(NS(C)(=O)=O)=CN12)C1=C(Br)N=C(S1)C(F)(F)F |c:7,14,19,22,t:3,5|",0,FALSE,Z8873684737
1139,Cl.Cl.Nc1ccc2nc[nH]c2n1,O=Cc1cc(C#N)cc(C#N)c1,CCC(C)[N+]#[C-],"CCC(C)NC1=C(N=C2C=CC3=C(NC=N3)N12)C1=CC(=CC(=C1)C#N)C#N |c:9,14,22,24,t:5,7,11,20|",0,FALSE,Z8873684712
1140,Nc1cc(Br)cc(F)n1,O=CCCC1(CC1)C#N,COC(=O)C1CC(C1)[N+]#[C-],"COC(=O)C1CC(C1)NC1=C(CCC2(CC2)C#N)N=C2C=C(Br)C=C(F)N12 |c:10,t:20,22,25|",0,FALSE,Z8873684705
1141,Cl.CN(C)C(=O)c1ccc(N)nc1,CCOC(=O)C=O,CC[N+]#[C-],"CCNC1=C(N=C2C=CC(=CN12)C(=O)N(C)C)C(=O)OCC |c:7,9,t:3,5|",0,FALSE,Z8873684702
1142,Nc1ccc2ccc(=O)[nH]c2n1,CCCn1cc(C=O)cn1,CCC(C)[N+]#[C-],"CCCN1C=C(C=N1)C1=C(NC(C)CC)N2C(C=CC3=C2NC(=O)C=C3)=N1 |c:4,6,9,18,20,26,28|",0,FALSE,Z8873685293
1143,Nc1cnc(F)cn1,Cn1cnnc1C=O,Fc1ccc([N+]#[C-])cc1,"CN1C=NN=C1C1=C(NC2=CC=C(F)C=C2)N2C=C(F)N=CC2=N1 |c:2,4,7,15,22,25,t:10,12,19|",0,FALSE,Z8873684897
1144,CNC(=O)c1ccc(N)nc1,COc1cnncc1C=O,[C-]#[N+]C1CCOC1,"CNC(=O)C1=CN2C(C=C1)=NC(=C2NC1CCOC1)C1=C(OC)C=NN=C1 |c:8,10,12,22,26,28,t:4|",0,FALSE,Z8873684606
1145,Nc1ccc2cn[nH]c2n1,Cn1ccc(C=O)cc1=O,COc1cccc([N+]#[C-])c1,"COC1=CC(NC2=C(N=C3C=CC4=C(NN=C4)N23)C2=CC(=O)N(C)C=C2)=CC=C1 |c:10,15,27,29,31,t:2,6,8,12,21|",0,FALSE,Z8873684593
1146,Nc1cc(C#N)c(Cl)cn1,COC(=O)c1ccc(C=O)nn1,[C-]#[N+]CC1CCOC1,"COC(=O)C1=NN=C(C=C1)C1=C(NCC2CCOC2)N2C=C(Cl)C(=CC2=N1)C#N |c:6,8,11,25,28,t:4,22|",0,FALSE,Z8873684820
1147,Nc1ccc2nccn2n1,Clc1cncc(Cl)c1C=O,COc1ccc(C[N+]#[C-])cc1,"COC1=CC=C(CNC2=C(N=C3C=CC4=NC=CN4N23)C2=C(Cl)C=NC=C2Cl)C=C1 |c:12,16,23,26,28,32,t:2,4,8,10,14|",0,FALSE,Z8854581154
1148,CNC(=O)c1ccc(N)nn1,Fc1ccc(C=O)cc1,COCC[N+]#[C-],"CNC(=O)C1=NN2C(C=C1)=NC(=C2NCCOC)C1=CC=C(F)C=C1 |c:8,10,12,25,t:4,20,22|",0,FALSE,Z8835022906
1149,Nc1cc(CSCCO)ccn1,Fc1c(Cl)nc(Cl)cc1C=O,[C-]#[N+]C1COC1,"OCCSCC1=CC2=NC(=C(NC3COC3)N2C=C1)C1=C(F)C(Cl)=NC(Cl)=C1 |c:19,22,26,29,t:5,7,9|",0,FALSE,Z8835022900
1150,CN(C)S(=O)(=O)c1ccc(N)nc1,CCc1cnc(C=O)o1,[C-]#[N+]C1CC1,"CCC1=CN=C(O1)C1=C(NC2CC2)N2C=C(C=CC2=N1)S(=O)(=O)N(C)C |c:4,8,16,18,21,t:2|",0,FALSE,Z8835022884
1151,CC(C)Oc1ccc(N)nn1,CC(C)(C)OC(=O)NC(CC(F)F)C=O,CSCCC[N+]#[C-],"CSCCCNC1=C(N=C2C=CC(OC(C)C)=NN12)C(CC(F)F)NC(=O)OC(C)(C)C |c:10,16,t:6,8|",0,FALSE,Z8849597814
1152,Nc1cccc(n1)c2nn[nH]n2,"C[C@@H]1C[C@@H]1CCC=O|&1:1,3,r|",[C-]#[N+]C1CCOCC1,"C[C@@H]1C[C@@H]1CCC1=C(NC2CCOCC2)N2C(C=CC=C2C2=NNN=N2)=N1 |&1:1,3,r,c:7,19,21,27,29,t:24|",0,FALSE,Z8849597813
1153,CP(=O)(C)c1cccc(N)n1,CC[C@@H](NC(=O)OC(C)(C)C)C=O,[C-]#[N+]C1CCOCC1,"CC[C@@H](NC(=O)OC(C)(C)C)C1=C(NC2CCOCC2)N2C(C=CC=C2P(C)(C)=O)=N1 |c:11,23,25,31|",0,FALSE,Z8855739264
1154,Br.Nc1ncccc1CBr,CC#CCCCC=O,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(CCCC#CC)N=C2N1C=CC=C2CBr)C(=O)OC |c:8,16,20,22|",0,FALSE,Z8846492230
1155,Nc1ncc2COCCc2c1C#N,Cc1noc(C)c1C=O,Brc1cccc(C[N+]#[C-])c1,"CC1=C(C(C)=NO1)C1=C(NCC2=CC(Br)=CC=C2)N2C=C3COCCC3=C(C#N)C2=N1 |c:4,8,15,17,33,t:1,12,21,28|",0,FALSE,Z8837933169
1156,COC(=O)c1cnc2nc(N)ccc2c1,COCc1nocc1C=O,COc1cccc([N+]#[C-])c1,"COCC1=NOC=C1C1=C(NC2=CC(OC)=CC=C2)N2C(C=CC3=C2N=CC(=C3)C(=O)OC)=N1 |c:6,9,16,18,23,25,28,30,36,t:3,12|",0,FALSE,Z8837933153
1157,CNC(=O)c1ccc(N)nn1,CC(=O)N1CCC(CC1)C=O,C[N+]#[C-],"CNC(=O)C1=NN2C(C=C1)=NC(C1CCN(CC1)C(C)=O)=C2NC |c:8,10,22,t:4|",0,FALSE,Z8855619766
1158,Cc1cnc(C)c(N)n1,Cn1nc(Br)nc1C=O,[C-]#[N+]C1CC1,"CN1N=C(Br)N=C1C1=C(NC2CC2)N2C(=N1)C(C)=NC=C2C |c:5,8,16,20,22,t:2|",0,FALSE,Z88556197601
1159,Nc1nccc2C(=O)NS(=O)(=O)c21,Cc1nc2cc(Cl)ccn2c1C=O,[C-]#[N+]CC1CCCO1,"CC1=C(N2C=CC(Cl)=CC2=N1)C1=C(NCC2CCCO2)N2C=CC3=C(C2=N1)S(=O)(=O)NC3=O |c:4,7,10,13,24,26,29,t:1|",0,FALSE,Z8855619649
1160,Nc1nc(F)ccc1Cl,O=Cc1ncco1,COCC[N+]#[C-],"COCCNC1=C(N=C2N1C(F)=CC=C2Cl)C1=NC=CO1 |c:7,12,14,20,t:5,18|",0,FALSE,Z8855619641
715,COc1ccnc(N)c1,Cn1cc(C=O)c(Cl)n1,COCCC[N+]#[C-],"COCCCNC1=C(N=C2C=C(OC)C=CN12)C1=CN(C)N=C1Cl |c:14,23,t:6,8,10,19|",39.2,TRUE,Z8878918672
797,Cl.CN(C)S(=O)(=O)c1ccnc(N)c1,O=Cc1ccns1,COC(=O)C(Cc1ccccc1)[N+]#[C-],"COC(=O)C(CC1=CC=CC=C1)NC1=C(N=C2C=C(C=CN12)S(=O)(=O)N(C)C)C1=CC=NS1 |c:8,10,18,20,33,t:6,14,16,31|",39.2,TRUE,Z8873684677
1581,Nc1ccc(OC(F)F)cn1,COC(=O)c1cnc(C=O)s1,[C-]#[N+]C1COC1,"COC(=O)C1=CN=C(S1)C1=C(NC2COC2)N2C=C(OC(F)F)C=CC2=N1 |c:6,10,25,28,t:4,19|",39.2,TRUE,Z8854581181
1530,Nc1cc(C#C)ccn1,Cc1[nH]nnc1C=O,[C-]#[N+]c1ccc2OCOc2c1,"CC1=C(N=NN1)C1=C(NC2=CC3=C(OCO3)C=C2)N2C=CC(=CC2=N1)C#C |c:3,7,18,22,24,27,t:1,10,12|",39.3,TRUE,Z8837933156
1535,Nc1ncc(CO)cc1Cl,COc1cccc(C=O)n1,COCC[N+]#[C-],"COCCNC1=C(N=C2N1C=C(CO)C=C2Cl)C1=NC(OC)=CC=C1 |c:7,15,23,25,t:5,11,19|",39.3,TRUE,Z8878918840
46,Cc1cccc(N)n1,COc1ccc(C=O)cc1,C[N+]#[C-],"CNC1=C(N=C2C=CC=C(C)N12)C1=CC=C(OC)C=C1 |c:6,20,t:2,4,8,14,16|",39.5,TRUE,Z8776690314
156,Nc1ncc(F)cc1Br,O=Cc1ccccn1,COCC[N+]#[C-],"COCCNC1=C(N=C2N1C=C(F)C=C2Br)C1=NC=CC=C1 |c:7,14,20,22,t:5,11,18|",39.6,TRUE,Z8786838536
779,Nc1nccc2nccnc12,CC(C)(C)OC(=O)N1CCC2(CC2C=O)C1,COCC[N+]#[C-],"COCCNC1=C(N=C2N1C=CC1=C2N=CC=N1)C1CC11CCN(C1)C(=O)OC(C)(C)C |c:7,11,13,16,18,t:5|",39.6,TRUE,Z8878918434
1448,CNC(=O)c1ccnc(N)c1,O=CC1CCCC1,[C-]#[N+]CC1CC1,"CNC(=O)C1=CC2=NC(C3CCCC3)=C(NCC3CC3)N2C=C1 |c:24,t:4,6,14|",39.6,TRUE,Z8873684662
1547,CP(=O)(C)c1ccnc(N)c1,CC(C)n1cc(C=O)nn1,CC(C)(C)[N+]#[C-],"CC(C)N1C=C(N=N1)C1=C(NC(C)(C)C)N2C=CC(=CC2=N1)P(C)(C)=O |c:4,6,9,17,19,22|",39.7,TRUE,Z8837933170
1575,Cc1cnc(N)cn1,CC(C)(C)n1nnc(C=O)n1,COc1ccc(C[N+]#[C-])cc1,"COC1=CC=C(CNC2=C(N=C3C=NC(C)=CN23)C2=NN(N=N2)C(C)(C)C)C=C1 |c:12,15,23,30,t:2,4,8,10,20|",39.7,TRUE,Z8855739216
727,Nc1ncccc1N2CCOCC2,"C[C@@H]1[C@@H](C=O)C1(F)F|&1:1,2,r|",COCC[N+]#[C-],"COCCNC1=C(N=C2N1C=CC=C2N1CCOCC1)[C@@H]1[C@@H](C)C1(F)F |&1:20,21,r,c:7,11,13,t:5|",39.9,TRUE,Z8855619505
748,CC(C)(C)c1ccc(N)nn1,Cn1nc(C=O)cc1C(F)F,[C-]#[N+]C1CCOC1,"CN1N=C(C=C1C(F)F)C1=C(NC2CCOC2)N2N=C(C=CC2=N1)C(C)(C)C |c:2,4,10,20,22,25|",39.9,TRUE,Z8878918504
61,Cc1cncc(N)n1,O=Cc1ccccc1,CCCC[N+]#[C-],"CCCCNC1=C(N=C2C=NC=C(C)N12)C1=CC=CC=C1 |c:9,19,21,t:5,7,11,17|",40,TRUE,Z8711872692
63,Nc1cnccn1,Cc1ccc(C=O)cc1,CCCC[N+]#[C-],"CCCCNC1=C(N=C2C=NC=CN12)C1=CC=C(C)C=C1 |c:9,11,21,t:5,7,16,18|",40,TRUE,Z8700285862
157,Nc1ncccc1OC2CCOCC2,O=CCC1CCCC1,CCCC[N+]#[C-],"CCCCNC1=C(CC2CCCC2)N=C2N1C=CC=C2OC1CCOCC1 |c:5,14,18,20|",40,TRUE,Z8778277289
167,Nc1cc(ccn1)C(F)F,Cc1coc(C=O)n1,COc1cccc(C[N+]#[C-])c1,"COC1=CC(CNC2=C(N=C3C=C(C=CN23)C(F)F)C2=NC(C)=CO2)=CC=C1 |c:11,13,24,27,29,t:2,7,9,21|",40,TRUE,Z8810902993
768,Nc1ncccc1OCCCC#N,O=Cc1n[nH]c2ccncc12,[C-]#[N+]CC1CCOC1,"N#CCCCOC1=CC=CN2C(NCC3CCOC3)=C(N=C12)C1=NNC2=C1C=NC=C2 |c:8,19,28,31,33,t:6,21,25|",40,TRUE,Z8837933140
1510,CC(C)(O)c1ccnc(N)c1,Cl.COC(=O)c1ccc(C=O)cn1,CC[N+]#[C-],"CCNC1=C(N=C2C=C(C=CN12)C(C)(C)O)C1=CN=C(C=C1)C(=O)OC |c:7,9,20,22,t:3,5,18|",40,TRUE,Z8873684855
1555,CNS(=O)(=O)c1ccc(N)nc1,COc1cccc(F)c1C=O,CC[N+]#[C-],"CCNC1=C(N=C2C=CC(=CN12)S(=O)(=O)NC)C1=C(OC)C=CC=C1F |c:7,9,19,23,25,t:3,5|",40,TRUE,Z8873684668
724,NC(=O)c1cccc(N)n1,Cn1cnc(C=O)c1,COc1ccc([N+]#[C-])cc1,"COC1=CC=C(NC2=C(N=C3C=CC=C(N23)C(N)=O)C2=CN(C)C=N2)C=C1 |c:11,13,25,28,t:2,4,7,9,21|",40.1,TRUE,Z8855619757
1656,Cl.CS(=O)(=O)Nc1ccc(N)nc1,CC(=O)N1CCc2sc(C=O)cc2C1,CSCCC[N+]#[C-],"CSCCCNC1=C(N=C2C=CC(NS(C)(=O)=O)=CN12)C1=CC2=C(CCN(C2)C(C)=O)S1 |c:10,17,t:6,8,22,24|",40.1,TRUE,Z8873685326
155,NC(=O)c1ccc(N)nc1,O=Cc1cnccn1,CCOC(=O)CCC[N+]#[C-],"CCOC(=O)CCCNC1=C(N=C2C=CC(=CN12)C(N)=O)C1=NC=CN=C1 |c:13,15,25,27,t:9,11,23|",40.2,TRUE,Z8784059427
735,Nc1cnccn1,C=CCCn1cc(C=O)nn1,COc1ccc(C[N+]#[C-])cc1,"COC1=CC=C(CNC2=C(N=C3C=NC=CN23)C2=CN(CCC=C)N=N2)C=C1 |c:12,14,26,29,t:2,4,8,10,19|",40.2,TRUE,Z8878918775
781,COc1cc(Br)c(C)nc1N,"Cn1nccc1[C@@H]2C[C@H]2C=O|&1:6,8,r|",[C-]#[N+]C1CCOC1,"COC1=CC(Br)=C(C)N2C(NC3CCOC3)=C(N=C12)[C@@H]1C[C@H]1C1=CC=NN1C |&1:19,21,r,c:16,28,t:2,5,18,26|",40.3,TRUE,Z8873684886
1587,CN1CCN(CC1)c2ccc(N)nc2,FC1(F)C2CC(CC21)C=O,COCCC[N+]#[C-],"COCCCNC1=C(N=C2C=CC(=CN12)N1CCN(C)CC1)C1CC2C(C1)C2(F)F |c:10,12,t:6,8|",40.3,TRUE,Z8855619556
1650,Cl.CN(C)S(=O)(=O)c1ccnc(N)c1,CS(=O)(=O)c1coc(C=O)c1,COc1ccccc1[N+]#[C-],"COC1=C(NC2=C(N=C3C=C(C=CN23)S(=O)(=O)N(C)C)C2=CC(=CO2)S(C)(=O)=O)C=CC=C1 |c:2,9,11,24,32,34,t:5,7,22|",40.3,TRUE,Z8878918381
153,Cc1ccc(N)nc1Cl,O=CCCc1ccccc1,[C-]#[N+]C1CCOCC1,"CC1=C(Cl)N2C(C=C1)=NC(CCC1=CC=CC=C1)=C2NC1CCOCC1 |c:1,6,8,15,17,19,t:13|",40.4,TRUE,Z8776690313
733,Nc1ncccc1Br,Cl.Cc1c[nH]nc1C=O,[C-]#[N+]C1CCOCC1,"CC1=CNN=C1C1=C(NC2CCOCC2)N2C=CC=C(Br)C2=N1 |c:4,7,18,24,t:1,20|",40.4,TRUE,Z8835022881
1505,COC(=O)c1ccnc(N)c1F,Cn1cnc(C=O)c1,[C-]#[N+]C1CCCC1,"COC(=O)C1=C(F)C2=NC(C3=CN(C)C=N3)=C(NC3CCCC3)N2C=C1 |c:4,14,27,t:7,10,16|",40.4,TRUE,Z8854581146
742,CS(=O)(=O)CCOc1cccnc1N,Cn1nccc1C=O,[C-]#[N+]CC1CC1,"CN1N=CC=C1C1=C(NCC2CC2)N2C=CC=C(OCCS(C)(=O)=O)C2=N1 |c:2,4,7,16,28,t:18|",40.5,TRUE,Z88789186801
1396,Nc1cnc(Cl)cn1,Cn1nccc1C=O,[C-]#[N+]CC1CC1,"CN1N=CC=C1C1=C(NCC2CC2)N2C=C(Cl)N=CC2=N1 |c:2,4,7,19,22,t:16|",40.5,TRUE,Z8873684909
1540,CP(=O)(C)c1ccc(N)nc1,"O=C[C@@H]1C[C@H]1C2OCCO2|&1:2,4,r|",CC(C)(C)[N+]#[C-],"CC(C)(C)NC1=C(N=C2C=CC(=CN12)P(C)(C)=O)[C@@H]1C[C@H]1C1OCCO1 |&1:18,20,r,c:9,11,t:5,7|",40.5,TRUE,Z8878918397
109,Cc1cccc(N)n1,O=CCCc1ccccc1,CCCC[N+]#[C-],"CCCCNC1=C(CCC2=CC=CC=C2)N=C2C=CC=C(C)N12 |c:5,11,13,18,t:9,16,20|",40.6,TRUE,Z8711876474
116,COc1cncc(N)n1,O=CCC1CCCC1,[C-]#[N+]C1CCOC1,"COC1=CN=CC2=NC(CC3CCCC3)=C(NC3CCOC3)N12 |c:4,t:2,6,15|",40.6,TRUE,Z8781341791
760,CS(=O)(=O)c1ccnc(N)c1,Fc1ccc(C=O)c(F)c1Cl,[C-]#[N+]C1COC1,"CS(=O)(=O)C1=CC2=NC(=C(NC3COC3)N2C=C1)C1=C(F)C(Cl)=C(F)C=C1 |c:18,21,28,t:4,6,8,25|",40.6,TRUE,Z8873684750
1409,Nc1ccc(Br)cn1,CC(C)(CC=O)C#N,C[N+]#[C-],"CNC1=C(CC(C)(C)C#N)N=C2C=CC(Br)=CN12 |c:2,12,15,t:10|",40.6,TRUE,Z8873684797
758,Nc1ccc(C#N)cn1,O=CCCC1OCCO1,CC(C)(C)OC(=O)NCCC[N+]#[C-],"CC(C)(C)OC(=O)NCCCNC1=C(CCC2OCCO2)N=C2C=CC(=CN12)C#N |c:12,24,26,t:22|",40.7,TRUE,Z8878918645
790,Nc1cnc(cn1)c2ccccc2,Cc1cnc(F)cc1C=O,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(N=C2C=NC(=CN12)C1=CC=CC=C1)C1=C(C)C=NC(F)=C1)C(=O)OC |c:12,14,21,23,26,29,32,t:8,10,19|",40.7,TRUE,Z8849597821
771,CP(=O)(C)c1ccnc(N)c1,Fc1ccc(C=O)cc1Br,CC(C)(C)[N+]#[C-],"CC(C)(C)NC1=C(N=C2C=C(C=CN12)P(C)(C)=O)C1=CC(Br)=C(F)C=C1 |c:9,11,26,t:5,7,20,23|",40.8,TRUE,Z8878918310
1513,NC(=O)c1cccc(N)n1,O=CCC1CCOCC1,[C-]#[N+]Cc1ccccc1,"NC(=O)C1=CC=CC2=NC(CC3CCOCC3)=C(NCC3=CC=CC=C3)N12 |c:5,23,25,t:3,7,17,21|",40.8,TRUE,Z8854581144
614,Cc1cnc(N)cn1,Cn1c(Cl)ncc1C=O,C[N+]#[C-],"CNC1=C(N=C2C=NC(C)=CN12)C1=CN=C(Cl)N1C |c:6,9,t:2,4,14,16|",40.9,TRUE,Z8849597811
775,Nc1cnc(F)cn1,O=Cc1nnc(s1)C2CC2,CC(C)(C)OC(=O)NCCCC[N+]#[C-],"CC(C)(C)OC(=O)NCCCCNC1=C(N=C2C=NC(F)=CN12)C1=NN=C(S1)C1CC1 |c:17,20,27,t:13,15,25|",40.9,TRUE,Z8873684733
1492,CNC(=O)c1ccnc(N)c1,Cc1ncc(F)cc1C=O,CC(=C)C[N+]#[C-],"CNC(=O)C1=CC2=NC(=C(NCC(C)=C)N2C=C1)C1=C(C)N=CC(F)=C1 |c:17,20,23,26,t:4,6,8|",40.9,TRUE,Z8873684779
1502,CC(C)(O)c1cccc(N)n1,O=Cc1cncnc1,FC1(F)CC(C1)[N+]#[C-],"CC(C)(O)C1=CC=CC2=NC(=C(NC3CC(F)(F)C3)N12)C1=CN=CN=C1 |c:6,25,27,t:4,8,10,23|",40.9,TRUE,Z8855739103
1545,CP(=O)(C)c1ccc(N)nc1,"CC[C@@H]1C[C@H]1C=O|&1:2,4,r|",Fc1ccc(C[N+]#[C-])cc1,"CC[C@@H]1C[C@H]1C1=C(NCC2=CC=C(F)C=C2)N2C=C(C=CC2=N1)P(C)(C)=O |&1:2,4,r,c:6,15,19,21,24,t:10,12|",40.9,TRUE,Z8837933151
1596,Cc1nc(N)ccc1S(=O)(=O)C,Clc1cncc(C=O)c1,CCOC(=O)CC[N+]#[C-],"CCOC(=O)CCNC1=C(N=C2C=CC(=C(C)N12)S(C)(=O)=O)C1=CC(Cl)=CN=C1 |c:12,27,29,t:8,10,14,24|",40.9,TRUE,Z8855739080
140,Nc1ncccc1CO,O=Cc1ccc2OCCCc2c1,COCC[N+]#[C-],"COCCNC1=C(N=C2N1C=CC=C2CO)C1=CC2=C(OCCC2)C=C1 |c:7,11,13,27,t:5,18,20|",41,TRUE,Z8778278032
710,Nc1cc(CO)ccn1,Cc1nc(C=O)c[nH]1,CCOC(=O)CCC[N+]#[C-],"CCOC(=O)CCCNC1=C(N=C2C=C(CO)C=CN12)C1=CNC(C)=N1 |c:17,26,t:9,11,13,22|",41,TRUE,Z8878918835
1579,Nc1cc(CO)ccn1,O=Cc1cnccn1,Brc1cccc(C[N+]#[C-])c1,"OCC1=CC2=NC(=C(NCC3=CC(Br)=CC=C3)N2C=C1)C1=NC=CN=C1 |c:13,15,20,25,27,t:2,4,6,10,23|",41,TRUE,Z8873684641
1598,CSc1cccc(N)n1,Cn1nc(Br)nc1C=O,CCOC(=O)CC[N+]#[C-],"CCOC(=O)CCNC1=C(N=C2C=CC=C(SC)N12)C1=NC(Br)=NN1C |c:12,24,t:8,10,14,21|",41,TRUE,Z8873684879
176,CS(=O)(=O)c1ccnc(N)c1,OCc1cccc(C=O)n1,CSCCC[N+]#[C-],"CSCCCNC1=C(N=C2C=C(C=CN12)S(C)(=O)=O)C1=NC(CO)=CC=C1 |c:10,12,25,27,t:6,8,21|",41.1,TRUE,Z8801681824
776,CS(=O)(=O)c1ccc(N)nc1,CC(C)(C)OC(=O)N[C@H]1C[C@@H](C1)C=O,[C-]#[N+]C1CCOC1,"CC(C)(C)OC(=O)N[C@H]1C[C@@H](C1)C1=C(NC2CCOC2)N2C=C(C=CC2=N1)S(C)(=O)=O |r,c:13,23,25,28|",41.1,TRUE,Z8873684865
1456,Cl.Nc1cc2CCCOc2cn1,Cn1cnnc1C=O,CCC(C)[N+]#[C-],"CCC(C)NC1=C(N=C2C=C3CCCOC3=CN12)C1=NN=CN1C |c:16,23,t:5,7,9,21|",41.1,TRUE,Z8878918886
1532,COC(=O)c1ccnc(N)c1F,C=CCOCCC=O,[C-]#[N+]CC1CCCO1,"COC(=O)C1=C(F)C2=NC(CCOCC=C)=C(NCC3CCCO3)N2C=C1 |c:4,27,t:7,15|",41.1,TRUE,Z8855739171
1613,CS(=O)(=O)c1ccnc(N)c1,Fc1ccc(Br)c(F)c1C=O,[C-]#[N+]C1COC1,"CS(=O)(=O)C1=CC2=NC(=C(NC3COC3)N2C=C1)C1=C(F)C(Br)=CC=C1F |c:18,21,25,27,t:4,6,8|",41.1,TRUE,Z8873684860
740,Cc1cnc(N)cn1,C=CCCn1cc(C=O)nn1,COc1ccc(C[N+]#[C-])cc1,"COC1=CC=C(CNC2=C(N=C3C=NC(C)=CN23)C2=CN(CCC=C)N=N2)C=C1 |c:12,15,27,30,t:2,4,8,10,20|",41.2,TRUE,Z8878918374
1432,Nc1cc(ccn1)C(F)F,Cc1nocc1C=O,CC(=C)C[N+]#[C-],"CC(=C)CNC1=C(N=C2C=C(C=CN12)C(F)F)C1=CON=C1C |c:9,11,22,t:5,7,19|",41.2,TRUE,Z8873684771
1488,Cl.Nc1cc(OCCO)ccn1,COc1ccc(F)c(C=O)c1OC,[C-]#[N+]C1COC1,"COC1=C(OC)C(C2=C(NC3COC3)N3C=CC(OCCO)=CC3=N2)=C(F)C=C1 |c:2,7,16,22,25,30,t:27|",41.2,TRUE,Z8878918466
186,Nc1ncc(Cl)cc1Br,O=CCC1CCCC1,[C-]#[N+]CC1CCOCC1,"ClC1=CN2C(NCC3CCOCC3)=C(CC3CCCC3)N=C2C(Br)=C1 |c:22,26,t:1,13|",41.3,TRUE,Z8786845282
597,Nc1cnccn1,O=Cc1cnn2ncccc12,C[N+]#[C-],"CNC1=C(N=C2C=NC=CN12)C1=C2C=CC=NN2N=C1 |c:6,8,13,15,17,21,t:2,4|",41.3,TRUE,Z8873685319
1591,Nc1ncccc1OCc2ccccc2,COc1c(C=O)c(C)nn1C,[C-]#[N+]C1CCOC1,"COC1=C(C(C)=NN1C)C1=C(NC2CCOC2)N2C=CC=C(OCC3=CC=CC=C3)C2=N1 |c:5,10,20,28,30,34,t:2,22,26|",41.3,TRUE,Z8849597809
